"","av","Time","SharePerHour","diaryday"
"50812","Miscellaneous",1089,6.1,"1"
"50813","Miscellaneous",1089,7.98,"2"
"50814","Miscellaneous",1089,6.03,"3"
"50815","Miscellaneous",1089,7.79,"4"
"50816","Nonsocial leisure",1089,6.42,"1"
"50817","Nonsocial leisure",1089,7.74,"2"
"50818","Nonsocial leisure",1089,9.37,"3"
"50819","Nonsocial leisure",1089,6.52,"4"
"50820","Paid work",1089,11.43,"1"
"50821","Paid work",1089,8.85,"2"
"50822","Paid work",1089,3.2,"3"
"50823","Paid work",1089,7.98,"4"
"50824","Personal care",1089,9.99,"1"
"50825","Personal care",1089,9.82,"2"
"50826","Personal care",1089,7.22,"3"
"50827","Personal care",1089,7.22,"4"
"50828","Religion and volunteering",1089,0.67,"1"
"50829","Religion and volunteering",1089,0.84,"2"
"50830","Religion and volunteering",1089,1.96,"3"
"50831","Religion and volunteering",1089,0.89,"4"
"50832","School / Study",1089,0.79,"1"
"50833","School / Study",1089,0.4,"2"
"50834","School / Study",1089,0.94,"3"
"50835","School / Study",1089,1.56,"4"
"50836","Social leisure",1089,11.73,"1"
"50837","Social leisure",1089,13.71,"2"
"50838","Social leisure",1089,17.58,"3"
"50839","Social leisure",1089,12.08,"4"
"50840","Sport exercise",1089,4.69,"1"
"50841","Sport exercise",1089,5.5,"2"
"50842","Sport exercise",1089,6.12,"3"
"50843","Sport exercise",1089,5.38,"4"
"50844","TV/radio",1089,16.49,"1"
"50845","TV/radio",1089,17.08,"2"
"50846","TV/radio",1089,20.26,"3"
"50847","TV/radio",1089,16.79,"4"
"50848","Cultural leisure",1090,2.45,"1"
"50849","Cultural leisure",1090,2.6,"2"
"50850","Cultural leisure",1090,3.22,"3"
"50851","Cultural leisure",1090,3.52,"4"
"50852","Domestic work",1090,9.03,"1"
"50853","Domestic work",1090,7.07,"2"
"50854","Domestic work",1090,7.02,"3"
"50855","Domestic work",1090,7.79,"4"
"50856","Eat drink",1090,20.21,"1"
"50857","Eat drink",1090,18.4,"2"
"50858","Eat drink",1090,17.06,"3"
"50859","Eat drink",1090,22.46,"4"
"50860","Miscellaneous",1090,6.1,"1"
"50861","Miscellaneous",1090,7.98,"2"
"50862","Miscellaneous",1090,6.03,"3"
"50863","Miscellaneous",1090,7.79,"4"
"50864","Nonsocial leisure",1090,6.42,"1"
"50865","Nonsocial leisure",1090,7.74,"2"
"50866","Nonsocial leisure",1090,9.4,"3"
"50867","Nonsocial leisure",1090,6.5,"4"
"50868","Paid work",1090,11.43,"1"
"50869","Paid work",1090,8.85,"2"
"50870","Paid work",1090,3.2,"3"
"50871","Paid work",1090,7.98,"4"
"50872","Personal care",1090,9.99,"1"
"50873","Personal care",1090,9.82,"2"
"50874","Personal care",1090,7.22,"3"
"50875","Personal care",1090,7.22,"4"
"50876","Religion and volunteering",1090,0.67,"1"
"50877","Religion and volunteering",1090,0.84,"2"
"50878","Religion and volunteering",1090,1.96,"3"
"50879","Religion and volunteering",1090,0.89,"4"
"50880","School / Study",1090,0.79,"1"
"50881","School / Study",1090,0.4,"2"
"50882","School / Study",1090,0.94,"3"
"50883","School / Study",1090,1.56,"4"
"50884","Social leisure",1090,11.73,"1"
"50885","Social leisure",1090,13.71,"2"
"50886","Social leisure",1090,17.6,"3"
"50887","Social leisure",1090,12.12,"4"
"50888","Sport exercise",1090,4.69,"1"
"50889","Sport exercise",1090,5.5,"2"
"50890","Sport exercise",1090,6.1,"3"
"50891","Sport exercise",1090,5.38,"4"
"50892","TV/radio",1090,16.49,"1"
"50893","TV/radio",1090,17.08,"2"
"50894","TV/radio",1090,20.26,"3"
"50895","TV/radio",1090,16.79,"4"
"50896","Cultural leisure",1091,2.53,"1"
"50897","Cultural leisure",1091,2.68,"2"
"50898","Cultural leisure",1091,3.35,"3"
"50899","Cultural leisure",1091,3.64,"4"
"50900","Domestic work",1091,8.93,"1"
"50901","Domestic work",1091,7.17,"2"
"50902","Domestic work",1091,6.89,"3"
"50903","Domestic work",1091,7.54,"4"
"50904","Eat drink",1091,20.11,"1"
"50905","Eat drink",1091,18.52,"2"
"50906","Eat drink",1091,17.01,"3"
"50907","Eat drink",1091,22.71,"4"
"50908","Miscellaneous",1091,6.27,"1"
"50909","Miscellaneous",1091,7.64,"2"
"50910","Miscellaneous",1091,6.05,"3"
"50911","Miscellaneous",1091,7.79,"4"
"50912","Nonsocial leisure",1091,6.47,"1"
"50913","Nonsocial leisure",1091,7.59,"2"
"50914","Nonsocial leisure",1091,9.1,"3"
"50915","Nonsocial leisure",1091,6.4,"4"
"50916","Paid work",1091,10.93,"1"
"50917","Paid work",1091,8.41,"2"
"50918","Paid work",1091,3.12,"3"
"50919","Paid work",1091,7.59,"4"
"50920","Personal care",1091,9.79,"1"
"50921","Personal care",1091,10.04,"2"
"50922","Personal care",1091,7.07,"3"
"50923","Personal care",1091,7.34,"4"
"50924","Religion and volunteering",1091,0.64,"1"
"50925","Religion and volunteering",1091,0.82,"2"
"50926","Religion and volunteering",1091,2.13,"3"
"50927","Religion and volunteering",1091,0.99,"4"
"50928","School / Study",1091,0.77,"1"
"50929","School / Study",1091,0.42,"2"
"50930","School / Study",1091,0.99,"3"
"50931","School / Study",1091,1.56,"4"
"50932","Social leisure",1091,11.9,"1"
"50933","Social leisure",1091,13.91,"2"
"50934","Social leisure",1091,17.65,"3"
"50935","Social leisure",1091,12.2,"4"
"50936","Sport exercise",1091,4.74,"1"
"50937","Sport exercise",1091,5.5,"2"
"50938","Sport exercise",1091,6.07,"3"
"50939","Sport exercise",1091,5.58,"4"
"50940","TV/radio",1091,16.91,"1"
"50941","TV/radio",1091,17.31,"2"
"50942","TV/radio",1091,20.56,"3"
"50943","TV/radio",1091,16.66,"4"
"50944","Cultural leisure",1092,2.53,"1"
"50945","Cultural leisure",1092,2.7,"2"
"50946","Cultural leisure",1092,3.35,"3"
"50947","Cultural leisure",1092,3.64,"4"
"50948","Domestic work",1092,8.93,"1"
"50949","Domestic work",1092,7.17,"2"
"50950","Domestic work",1092,6.89,"3"
"50951","Domestic work",1092,7.54,"4"
"50952","Eat drink",1092,20.13,"1"
"50953","Eat drink",1092,18.55,"2"
"50954","Eat drink",1092,16.98,"3"
"50955","Eat drink",1092,22.74,"4"
"50956","Miscellaneous",1092,6.22,"1"
"50957","Miscellaneous",1092,7.59,"2"
"50958","Miscellaneous",1092,6.05,"3"
"50959","Miscellaneous",1092,7.79,"4"
"50960","Nonsocial leisure",1092,6.47,"1"
"50961","Nonsocial leisure",1092,7.59,"2"
"50962","Nonsocial leisure",1092,9.1,"3"
"50963","Nonsocial leisure",1092,6.4,"4"
"50964","Paid work",1092,10.93,"1"
"50965","Paid work",1092,8.38,"2"
"50966","Paid work",1092,3.12,"3"
"50967","Paid work",1092,7.59,"4"
"50968","Personal care",1092,9.79,"1"
"50969","Personal care",1092,10.07,"2"
"50970","Personal care",1092,7.07,"3"
"50971","Personal care",1092,7.31,"4"
"50972","Religion and volunteering",1092,0.64,"1"
"50973","Religion and volunteering",1092,0.82,"2"
"50974","Religion and volunteering",1092,2.13,"3"
"50975","Religion and volunteering",1092,0.99,"4"
"50976","School / Study",1092,0.79,"1"
"50977","School / Study",1092,0.42,"2"
"50978","School / Study",1092,0.99,"3"
"50979","School / Study",1092,1.56,"4"
"50980","Social leisure",1092,11.9,"1"
"50981","Social leisure",1092,13.94,"2"
"50982","Social leisure",1092,17.65,"3"
"50983","Social leisure",1092,12.2,"4"
"50984","Sport exercise",1092,4.74,"1"
"50985","Sport exercise",1092,5.48,"2"
"50986","Sport exercise",1092,6.1,"3"
"50987","Sport exercise",1092,5.58,"4"
"50988","TV/radio",1092,16.91,"1"
"50989","TV/radio",1092,17.31,"2"
"50990","TV/radio",1092,20.56,"3"
"50991","TV/radio",1092,16.66,"4"
"50992","Cultural leisure",1093,2.53,"1"
"50993","Cultural leisure",1093,2.7,"2"
"50994","Cultural leisure",1093,3.35,"3"
"50995","Cultural leisure",1093,3.64,"4"
"50996","Domestic work",1093,8.93,"1"
"50997","Domestic work",1093,7.17,"2"
"50998","Domestic work",1093,6.87,"3"
"50999","Domestic work",1093,7.51,"4"
"51000","Eat drink",1093,20.13,"1"
"51001","Eat drink",1093,18.55,"2"
"51002","Eat drink",1093,16.98,"3"
"51003","Eat drink",1093,22.79,"4"
"51004","Miscellaneous",1093,6.22,"1"
"51005","Miscellaneous",1093,7.56,"2"
"51006","Miscellaneous",1093,6.07,"3"
"51007","Miscellaneous",1093,7.79,"4"
"51008","Nonsocial leisure",1093,6.47,"1"
"51009","Nonsocial leisure",1093,7.59,"2"
"51010","Nonsocial leisure",1093,9.1,"3"
"51011","Nonsocial leisure",1093,6.37,"4"
"51012","Paid work",1093,10.93,"1"
"51013","Paid work",1093,8.38,"2"
"51014","Paid work",1093,3.12,"3"
"51015","Paid work",1093,7.59,"4"
"51016","Personal care",1093,9.82,"1"
"51017","Personal care",1093,10.04,"2"
"51018","Personal care",1093,7.07,"3"
"51019","Personal care",1093,7.31,"4"
"51020","Religion and volunteering",1093,0.64,"1"
"51021","Religion and volunteering",1093,0.82,"2"
"51022","Religion and volunteering",1093,2.13,"3"
"51023","Religion and volunteering",1093,0.99,"4"
"51024","School / Study",1093,0.79,"1"
"51025","School / Study",1093,0.42,"2"
"51026","School / Study",1093,0.99,"3"
"51027","School / Study",1093,1.56,"4"
"51028","Social leisure",1093,11.9,"1"
"51029","Social leisure",1093,13.94,"2"
"51030","Social leisure",1093,17.65,"3"
"51031","Social leisure",1093,12.22,"4"
"51032","Sport exercise",1093,4.74,"1"
"51033","Sport exercise",1093,5.48,"2"
"51034","Sport exercise",1093,6.1,"3"
"51035","Sport exercise",1093,5.58,"4"
"51036","TV/radio",1093,16.89,"1"
"51037","TV/radio",1093,17.36,"2"
"51038","TV/radio",1093,20.56,"3"
"51039","TV/radio",1093,16.64,"4"
"51040","Cultural leisure",1094,2.53,"1"
"51041","Cultural leisure",1094,2.7,"2"
"51042","Cultural leisure",1094,3.35,"3"
"51043","Cultural leisure",1094,3.64,"4"
"51044","Domestic work",1094,8.9,"1"
"51045","Domestic work",1094,7.17,"2"
"51046","Domestic work",1094,6.87,"3"
"51047","Domestic work",1094,7.51,"4"
"51048","Eat drink",1094,20.11,"1"
"51049","Eat drink",1094,18.52,"2"
"51050","Eat drink",1094,16.98,"3"
"51051","Eat drink",1094,22.79,"4"
"51052","Miscellaneous",1094,6.22,"1"
"51053","Miscellaneous",1094,7.56,"2"
"51054","Miscellaneous",1094,6.07,"3"
"51055","Miscellaneous",1094,7.76,"4"
"51056","Nonsocial leisure",1094,6.5,"1"
"51057","Nonsocial leisure",1094,7.56,"2"
"51058","Nonsocial leisure",1094,9.12,"3"
"51059","Nonsocial leisure",1094,6.37,"4"
"51060","Paid work",1094,10.93,"1"
"51061","Paid work",1094,8.38,"2"
"51062","Paid work",1094,3.12,"3"
"51063","Paid work",1094,7.61,"4"
"51064","Personal care",1094,9.82,"1"
"51065","Personal care",1094,10.07,"2"
"51066","Personal care",1094,7.07,"3"
"51067","Personal care",1094,7.31,"4"
"51068","Religion and volunteering",1094,0.64,"1"
"51069","Religion and volunteering",1094,0.82,"2"
"51070","Religion and volunteering",1094,2.13,"3"
"51071","Religion and volunteering",1094,0.99,"4"
"51072","School / Study",1094,0.79,"1"
"51073","School / Study",1094,0.42,"2"
"51074","School / Study",1094,0.99,"3"
"51075","School / Study",1094,1.56,"4"
"51076","Social leisure",1094,11.9,"1"
"51077","Social leisure",1094,13.91,"2"
"51078","Social leisure",1094,17.65,"3"
"51079","Social leisure",1094,12.22,"4"
"51080","Sport exercise",1094,4.74,"1"
"51081","Sport exercise",1094,5.48,"2"
"51082","Sport exercise",1094,6.1,"3"
"51083","Sport exercise",1094,5.58,"4"
"51084","TV/radio",1094,16.91,"1"
"51085","TV/radio",1094,17.41,"2"
"51086","TV/radio",1094,20.53,"3"
"51087","TV/radio",1094,16.64,"4"
"51088","Cultural leisure",1095,2.53,"1"
"51089","Cultural leisure",1095,2.7,"2"
"51090","Cultural leisure",1095,3.35,"3"
"51091","Cultural leisure",1095,3.64,"4"
"51092","Domestic work",1095,8.85,"1"
"51093","Domestic work",1095,7.19,"2"
"51094","Domestic work",1095,6.87,"3"
"51095","Domestic work",1095,7.51,"4"
"51096","Eat drink",1095,20.13,"1"
"51097","Eat drink",1095,18.5,"2"
"51098","Eat drink",1095,16.98,"3"
"51099","Eat drink",1095,22.74,"4"
"51100","Miscellaneous",1095,6.22,"1"
"51101","Miscellaneous",1095,7.56,"2"
"51102","Miscellaneous",1095,6.07,"3"
"51103","Miscellaneous",1095,7.76,"4"
"51104","Nonsocial leisure",1095,6.5,"1"
"51105","Nonsocial leisure",1095,7.56,"2"
"51106","Nonsocial leisure",1095,9.12,"3"
"51107","Nonsocial leisure",1095,6.37,"4"
"51108","Paid work",1095,10.93,"1"
"51109","Paid work",1095,8.38,"2"
"51110","Paid work",1095,3.12,"3"
"51111","Paid work",1095,7.61,"4"
"51112","Personal care",1095,9.84,"1"
"51113","Personal care",1095,10.07,"2"
"51114","Personal care",1095,7.04,"3"
"51115","Personal care",1095,7.34,"4"
"51116","Religion and volunteering",1095,0.64,"1"
"51117","Religion and volunteering",1095,0.82,"2"
"51118","Religion and volunteering",1095,2.13,"3"
"51119","Religion and volunteering",1095,0.99,"4"
"51120","School / Study",1095,0.79,"1"
"51121","School / Study",1095,0.42,"2"
"51122","School / Study",1095,0.99,"3"
"51123","School / Study",1095,1.56,"4"
"51124","Social leisure",1095,11.9,"1"
"51125","Social leisure",1095,13.91,"2"
"51126","Social leisure",1095,17.65,"3"
"51127","Social leisure",1095,12.22,"4"
"51128","Sport exercise",1095,4.74,"1"
"51129","Sport exercise",1095,5.48,"2"
"51130","Sport exercise",1095,6.1,"3"
"51131","Sport exercise",1095,5.58,"4"
"51132","TV/radio",1095,16.91,"1"
"51133","TV/radio",1095,17.41,"2"
"51134","TV/radio",1095,20.56,"3"
"51135","TV/radio",1095,16.66,"4"
"51136","Cultural leisure",1096,2.73,"1"
"51137","Cultural leisure",1096,2.75,"2"
"51138","Cultural leisure",1096,3.37,"3"
"51139","Cultural leisure",1096,3.69,"4"
"51140","Domestic work",1096,8.7,"1"
"51141","Domestic work",1096,7.09,"2"
"51142","Domestic work",1096,6.89,"3"
"51143","Domestic work",1096,7.86,"4"
"51144","Eat drink",1096,19.22,"1"
"51145","Eat drink",1096,18.67,"2"
"51146","Eat drink",1096,16.86,"3"
"51147","Eat drink",1096,22.39,"4"
"51148","Miscellaneous",1096,6.37,"1"
"51149","Miscellaneous",1096,7.46,"2"
"51150","Miscellaneous",1096,5.63,"3"
"51151","Miscellaneous",1096,7.51,"4"
"51152","Nonsocial leisure",1096,6.67,"1"
"51153","Nonsocial leisure",1096,7.34,"2"
"51154","Nonsocial leisure",1096,9.2,"3"
"51155","Nonsocial leisure",1096,6.52,"4"
"51156","Paid work",1096,10.19,"1"
"51157","Paid work",1096,7.69,"2"
"51158","Paid work",1096,2.98,"3"
"51159","Paid work",1096,6.89,"4"
"51160","Personal care",1096,10.14,"1"
"51161","Personal care",1096,10.66,"2"
"51162","Personal care",1096,7.09,"3"
"51163","Personal care",1096,7.27,"4"
"51164","Religion and volunteering",1096,0.82,"1"
"51165","Religion and volunteering",1096,0.74,"2"
"51166","Religion and volunteering",1096,2.28,"3"
"51167","Religion and volunteering",1096,1.02,"4"
"51168","School / Study",1096,0.74,"1"
"51169","School / Study",1096,0.45,"2"
"51170","School / Study",1096,1.04,"3"
"51171","School / Study",1096,1.69,"4"
"51172","Social leisure",1096,12.55,"1"
"51173","Social leisure",1096,14.31,"2"
"51174","Social leisure",1096,17.78,"3"
"51175","Social leisure",1096,12.4,"4"
"51176","Sport exercise",1096,4.93,"1"
"51177","Sport exercise",1096,5.31,"2"
"51178","Sport exercise",1096,6.17,"3"
"51179","Sport exercise",1096,5.88,"4"
"51180","TV/radio",1096,16.94,"1"
"51181","TV/radio",1096,17.53,"2"
"51182","TV/radio",1096,20.7,"3"
"51183","TV/radio",1096,16.89,"4"
"51184","Cultural leisure",1097,2.73,"1"
"51185","Cultural leisure",1097,2.75,"2"
"51186","Cultural leisure",1097,3.35,"3"
"51187","Cultural leisure",1097,3.69,"4"
"51188","Domestic work",1097,8.73,"1"
"51189","Domestic work",1097,7.12,"2"
"51190","Domestic work",1097,6.87,"3"
"51191","Domestic work",1097,7.86,"4"
"51192","Eat drink",1097,19.19,"1"
"51193","Eat drink",1097,18.67,"2"
"51194","Eat drink",1097,16.86,"3"
"51195","Eat drink",1097,22.39,"4"
"51196","Miscellaneous",1097,6.35,"1"
"51197","Miscellaneous",1097,7.39,"2"
"51198","Miscellaneous",1097,5.65,"3"
"51199","Miscellaneous",1097,7.51,"4"
"51200","Nonsocial leisure",1097,6.67,"1"
"51201","Nonsocial leisure",1097,7.34,"2"
"51202","Nonsocial leisure",1097,9.2,"3"
"51203","Nonsocial leisure",1097,6.52,"4"
"51204","Paid work",1097,10.19,"1"
"51205","Paid work",1097,7.69,"2"
"51206","Paid work",1097,2.98,"3"
"51207","Paid work",1097,6.89,"4"
"51208","Personal care",1097,10.14,"1"
"51209","Personal care",1097,10.66,"2"
"51210","Personal care",1097,7.09,"3"
"51211","Personal care",1097,7.27,"4"
"51212","Religion and volunteering",1097,0.82,"1"
"51213","Religion and volunteering",1097,0.74,"2"
"51214","Religion and volunteering",1097,2.28,"3"
"51215","Religion and volunteering",1097,1.02,"4"
"51216","School / Study",1097,0.74,"1"
"51217","School / Study",1097,0.42,"2"
"51218","School / Study",1097,1.04,"3"
"51219","School / Study",1097,1.69,"4"
"51220","Social leisure",1097,12.6,"1"
"51221","Social leisure",1097,14.33,"2"
"51222","Social leisure",1097,17.78,"3"
"51223","Social leisure",1097,12.4,"4"
"51224","Sport exercise",1097,4.93,"1"
"51225","Sport exercise",1097,5.33,"2"
"51226","Sport exercise",1097,6.17,"3"
"51227","Sport exercise",1097,5.88,"4"
"51228","TV/radio",1097,16.91,"1"
"51229","TV/radio",1097,17.56,"2"
"51230","TV/radio",1097,20.73,"3"
"51231","TV/radio",1097,16.89,"4"
"51232","Cultural leisure",1098,2.73,"1"
"51233","Cultural leisure",1098,2.75,"2"
"51234","Cultural leisure",1098,3.37,"3"
"51235","Cultural leisure",1098,3.69,"4"
"51236","Domestic work",1098,8.73,"1"
"51237","Domestic work",1098,7.14,"2"
"51238","Domestic work",1098,6.84,"3"
"51239","Domestic work",1098,7.86,"4"
"51240","Eat drink",1098,19.19,"1"
"51241","Eat drink",1098,18.67,"2"
"51242","Eat drink",1098,16.84,"3"
"51243","Eat drink",1098,22.39,"4"
"51244","Miscellaneous",1098,6.37,"1"
"51245","Miscellaneous",1098,7.36,"2"
"51246","Miscellaneous",1098,5.65,"3"
"51247","Miscellaneous",1098,7.51,"4"
"51248","Nonsocial leisure",1098,6.65,"1"
"51249","Nonsocial leisure",1098,7.34,"2"
"51250","Nonsocial leisure",1098,9.22,"3"
"51251","Nonsocial leisure",1098,6.52,"4"
"51252","Paid work",1098,10.17,"1"
"51253","Paid work",1098,7.69,"2"
"51254","Paid work",1098,3.03,"3"
"51255","Paid work",1098,6.89,"4"
"51256","Personal care",1098,10.14,"1"
"51257","Personal care",1098,10.66,"2"
"51258","Personal care",1098,7.09,"3"
"51259","Personal care",1098,7.27,"4"
"51260","Religion and volunteering",1098,0.82,"1"
"51261","Religion and volunteering",1098,0.77,"2"
"51262","Religion and volunteering",1098,2.28,"3"
"51263","Religion and volunteering",1098,1.02,"4"
"51264","School / Study",1098,0.74,"1"
"51265","School / Study",1098,0.42,"2"
"51266","School / Study",1098,1.02,"3"
"51267","School / Study",1098,1.69,"4"
"51268","Social leisure",1098,12.62,"1"
"51269","Social leisure",1098,14.33,"2"
"51270","Social leisure",1098,17.78,"3"
"51271","Social leisure",1098,12.4,"4"
"51272","Sport exercise",1098,4.93,"1"
"51273","Sport exercise",1098,5.33,"2"
"51274","Sport exercise",1098,6.15,"3"
"51275","Sport exercise",1098,5.88,"4"
"51276","TV/radio",1098,16.91,"1"
"51277","TV/radio",1098,17.53,"2"
"51278","TV/radio",1098,20.73,"3"
"51279","TV/radio",1098,16.89,"4"
"51280","Cultural leisure",1099,2.73,"1"
"51281","Cultural leisure",1099,2.73,"2"
"51282","Cultural leisure",1099,3.37,"3"
"51283","Cultural leisure",1099,3.69,"4"
"51284","Domestic work",1099,8.73,"1"
"51285","Domestic work",1099,7.17,"2"
"51286","Domestic work",1099,6.84,"3"
"51287","Domestic work",1099,7.86,"4"
"51288","Eat drink",1099,19.19,"1"
"51289","Eat drink",1099,18.67,"2"
"51290","Eat drink",1099,16.84,"3"
"51291","Eat drink",1099,22.37,"4"
"51292","Miscellaneous",1099,6.4,"1"
"51293","Miscellaneous",1099,7.36,"2"
"51294","Miscellaneous",1099,5.65,"3"
"51295","Miscellaneous",1099,7.51,"4"
"51296","Nonsocial leisure",1099,6.65,"1"
"51297","Nonsocial leisure",1099,7.34,"2"
"51298","Nonsocial leisure",1099,9.22,"3"
"51299","Nonsocial leisure",1099,6.52,"4"
"51300","Paid work",1099,10.14,"1"
"51301","Paid work",1099,7.66,"2"
"51302","Paid work",1099,3.03,"3"
"51303","Paid work",1099,6.87,"4"
"51304","Personal care",1099,10.14,"1"
"51305","Personal care",1099,10.66,"2"
"51306","Personal care",1099,7.09,"3"
"51307","Personal care",1099,7.27,"4"
"51308","Religion and volunteering",1099,0.82,"1"
"51309","Religion and volunteering",1099,0.77,"2"
"51310","Religion and volunteering",1099,2.28,"3"
"51311","Religion and volunteering",1099,1.02,"4"
"51312","School / Study",1099,0.74,"1"
"51313","School / Study",1099,0.42,"2"
"51314","School / Study",1099,1.02,"3"
"51315","School / Study",1099,1.69,"4"
"51316","Social leisure",1099,12.62,"1"
"51317","Social leisure",1099,14.33,"2"
"51318","Social leisure",1099,17.78,"3"
"51319","Social leisure",1099,12.4,"4"
"51320","Sport exercise",1099,4.91,"1"
"51321","Sport exercise",1099,5.36,"2"
"51322","Sport exercise",1099,6.15,"3"
"51323","Sport exercise",1099,5.93,"4"
"51324","TV/radio",1099,16.94,"1"
"51325","TV/radio",1099,17.53,"2"
